Column,Type,Name,Size,Score,P value,Benj. Hoch. FDR,Mean,Median
Type_2_pneumocytes avg_logFC,GOBP name,regulation of immune response,295,0.175855087,2.14E-07,2.53E-05,0.039554471,0.0200994
Type_2_pneumocytes avg_logFC,GOBP name,lymphocyte activation,221,0.175734645,6.93E-06,0.000556772,0.039505506,0.02808743
Type_2_pneumocytes avg_logFC,GOBP name,regulation of lymphocyte proliferation,126,0.175195072,0.00068968,0.027172348,0.040916564,0.017746286
Type_2_pneumocytes avg_logFC,GOBP name,regulation of mononuclear cell proliferation,127,0.175183774,0.000657364,0.026200299,0.040706864,0.01719257
Alveolar_macrophage avg_logFC,KEGG name,Chronic myeloid leukemia,68,0.175041015,0.01262074,0.072043393,0.045259936,0.031990265
Ciliated_cells avg_logFC,KEGG name,ko05152,134,0.174972927,0.000478097,0.065499329,0.052769366,0.032118669
vascular_endothelial_cells avg_logFC,GOMF name,small GTPase regulator activity,224,0.174676907,7.19E-06,0.023814467,0.076642963,0.072420992
Type_2_pneumocytes avg_logFC,KEGG name,Measles,111,0.174657717,0.001488764,0.008867857,0.039800383,0.018204261
Eosinophils,GOCC name,cytoskeleton,341,0.174428676,4.05E-08,4.82E-05,0.133742816,0.151043296
B_cells avg_logFC,KEGG name,Measles,103,0.174224726,0.002281673,0.025007137,0.082173958,0.071573101
Alveolar_macrophage avg_logFC,KEGG name,Progesterone-mediated oocyte maturation,71,0.174203363,0.011204037,0.066737091,0.05631636,0.021503549
Type_2_pneumocytes avg_logFC,GOBP name,defense response,460,0.174164938,1.74E-10,4.25E-08,0.041709614,0.018257461
Type_2_pneumocytes avg_logFC,GOBP name,regulation of homeostatic process,200,0.174049388,2.25E-05,0.001585058,0.0359345,0.021608365
B_cells avg_logFC,KEGG name,Leukocyte transendothelial migration,94,0.173963992,0.003600957,0.035237939,0.072142795,0.060704531
Alveolar_macrophage avg_logFC,Keywords,Inflammatoryresponse,86,0.173864895,0.005360601,0.080267952,0.043683091,0.030072241
Type_2_pneumocytes avg_logFC,KEGG name,ErbB signaling pathway,80,0.172971265,0.007509218,0.034292097,0.033402375,0.027428211
Alveolar_macrophage avg_logFC,KEGG name,ko05152,141,0.172740241,0.000406561,0.007956984,0.066454783,0.036082689
Ciliated_cells avg_logFC,KEGG name,Neurotrophin signaling pathway,111,0.172680457,0.001691747,0.092707712,0.052441912,0.04447607
Cd103+/Cd11b-_dendritic_cells avg_logFC,KEGG name,Chemokine signaling pathway,125,0.17217668,0.000911347,0.031213637,0.070562665,0.044366751
Type_2_pneumocytes avg_logFC,GOBP name,regulation of MAPKKK cascade,237,0.172121067,5.17E-06,0.000425161,0.038416212,0.02059667
Cd4+_T_cells avg_logFC,GOBP name,lymphocyte activation,202,0.172048359,2.64E-05,0.054335334,0.08743032,0.069022145
Type_2_pneumocytes avg_logFC,GOBP name,peptidyl-lysine modification,108,0.171943814,0.002034032,0.061881518,0.038801818,0.02938063
Type_2_pneumocytes avg_logFC,GOBP name,lymphocyte differentiation,127,0.17192901,0.00082736,0.031163905,0.038601767,0.028484119
Type_2_pneumocytes avg_logFC,Keywords,Innateimmunity,137,0.171717116,0.000525668,0.006502285,0.041085038,0.017933819
Type_2_pneumocytes avg_logFC,GOBP name,regulation of actin cytoskeleton organization,152,0.171028062,0.000276942,0.013432976,0.038672039,0.02544653
Type_2_pneumocytes avg_logFC,GOBP name,protein autophosphorylation,122,0.170857736,0.001125751,0.039108442,0.038000635,0.027848461
Mki67+_proliferating_cells avg_logFC,KEGG name,Spliceosome,115,0.170377973,0.001635583,0.04979441,0.080738682,0.096271239
Alveolar_macrophage avg_logFC,GOMF name,small conjugating protein ligase activity,208,0.169829834,2.53E-05,0.016728373,0.036506705,0.04088095
Alveolar_macrophage avg_logFC,KEGG name,Leukocyte transendothelial migration,97,0.169770816,0.003895007,0.038115423,0.053637263,0.02723415
Type_2_pneumocytes avg_logFC,GOBP name,T cell activation,137,0.169637386,0.000614053,0.025257246,0.043480441,0.02331862
Type_2_pneumocytes avg_logFC,GOCC name,nuclear membrane,164,0.169008011,0.000190836,0.00631878,0.03358656,0.021344075
Mki67+_proliferating_cells avg_logFC,GOBP name,covalent chromatin modification,180,0.168985273,9.72E-05,0.058789331,0.077515457,0.075811032
CD209+/Cd11b+_dendritic_cells avg_logFC,Keywords,Actin-binding,145,0.168240588,0.000490565,0.069782928,0.090933129,0.081651337
Type_2_pneumocytes avg_logFC,GOBP name,regulation of GTPase activity,193,0.168037671,5.80E-05,0.003552472,0.03462289,0.027514931
Type_2_pneumocytes avg_logFC,KEGG name,Colorectal cancer,62,0.167867582,0.022299112,0.086055729,0.0427526,0.033532035
Interstitial macrophages,KEGG name,T cell receptor signaling pathway,88,0.167838404,0.006580181,0.090148481,0.055432823,0.080301009
Cd4+_T_cells avg_logFC,GOBP name,cell activation,264,0.167349242,3.14E-06,0.016128281,0.08934058,0.069022145
Type_2_pneumocytes avg_logFC,GOBP name,immune response,354,0.166682847,7.62E-08,9.56E-06,0.044386135,0.017846405
Type_2_pneumocytes avg_logFC,GOBP name,regulation of leukocyte activation,261,0.166521087,3.76E-06,0.000327739,0.035082201,0.0190107
Type_2_pneumocytes avg_logFC,GOBP name,response to molecule of bacterial origin,208,0.166490939,3.57E-05,0.002383274,0.035220978,0.017183515
Type_2_pneumocytes avg_logFC,KEGG name,Gap junction,74,0.16639637,0.013365937,0.057222916,0.039145195,0.017905115
CD8+_T_cells avg_logFC,GOBP name,cell activation,262,0.166370519,3.91E-06,0.010052445,0.096394713,0.063709937
Mki67+_proliferating_cells avg_logFC,GOBP name,histone modification,177,0.166248685,0.000143087,0.061306694,0.07675234,0.079612218
Cd103+/Cd11b-_dendritic_cells avg_logFC,KEGG name,Measles,90,0.165850183,0.00663166,0.072682992,0.067142598,0.059457449
Interstitial macrophages,GOBP name,immune response,291,0.165847043,1.28E-06,0.002631109,0.067573309,0.053813729
Type_2_pneumocytes avg_logFC,GOBP name,regulation of lymphocyte activation,226,0.165605961,1.84E-05,0.001330957,0.035189024,0.01762445
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of MAPKKK cascade,134,0.165331025,0.000960288,0.034168294,0.034413447,0.018915756
Type_2_pneumocytes avg_logFC,GOBP name,protein modification by small protein conjugation,345,0.165242196,1.42E-07,1.72E-05,0.031828346,0.0247992
Alveolar_macrophage avg_logFC,KEGG name,Protein processing in endoplasmic reticulum,147,0.165088887,0.000561374,0.01025443,0.039083523,0.04109855
Plasma_cells avg_logFC,KEGG name,Cytokine-cytokine receptor interaction,130,0.164666323,0.001228093,0.02588442,0.065127527,0.076665666
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of leukocyte activation,165,0.164337134,0.000274043,0.013355362,0.034196275,0.01698596
Alveolar_macrophage avg_logFC,KEGG name,Apoptosis,80,0.164275721,0.011147909,0.067878378,0.051479557,0.041604229
Type_2_pneumocytes avg_logFC,GOBP name,protein ubiquitination,314,0.164236091,5.90E-07,6.25E-05,0.031328383,0.024831405
Alveolar_macrophage avg_logFC,GOCC name,external side of plasma membrane,166,0.163905588,0.000275655,0.016429019,0.052117941,0.02026439
Mki67+_proliferating_cells avg_logFC,Keywords,Helicase,112,0.163684293,0.002822869,0.08923401,0.078719612,0.054977205
CD8+_T_cells avg_logFC,GOBP name,immune system process,617,0.163333669,7.12E-12,7.32E-08,0.079104322,0.064519987
Club_cells avg_logFC,Keywords,G-proteincoupledreceptor,142,0.16333025,0.000794092,0.045183809,0.008158614,-0.003377131
B_cells avg_logFC,KEGG name,Chemokine signaling pathway,136,0.163127512,0.001043921,0.01362068,0.081955822,0.05758035
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of GTPase activity,148,0.162511412,0.000650722,0.026036483,0.033549381,0.029135006
Mesothelial_cells avg_logFC,GOBP name,immune response,269,0.162510067,4.96E-06,0.017003518,0.097022825,0.063672259
Alveolar_macrophage avg_logFC,GOCC name,integral to organelle membrane,129,0.16246191,0.001462408,0.054474694,0.049727804,0.01982994
Alveolar_macrophage avg_logFC,GOBP name,lymphocyte activation,207,0.16221667,5.97E-05,0.014268428,0.034694808,0.0343352
Type_2_pneumocytes avg_logFC,GOMF name,GTPase activator activity,189,0.162196231,0.000122585,0.009022226,0.032228891,0.02019402
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cell activation,280,0.161904622,3.25E-06,0.000285914,0.03383178,0.018705385
Alveolar_macrophage avg_logFC,Keywords,Proteinphosphatase,107,0.161855524,0.003860258,0.06460256,0.045518019,0.02557053
Alveolar_macrophage avg_logFC,GOBP name,cell activation,270,0.161643825,5.15E-06,0.002523103,0.039274986,0.032596035
Interstitial macrophages,GOBP name,immune system process,639,0.161561827,5.53E-12,5.69E-08,0.062906293,0.05000836
CD8+_T_cells avg_logFC,GOBP name,immune response,290,0.161530543,2.48E-06,0.008493515,0.074917103,0.066951908
Type_2_pneumocytes avg_logFC,KEGG name,Progesterone-mediated oocyte maturation,77,0.161465423,0.01434443,0.06046729,0.035216,0.02234002
CD8+_T_cells avg_logFC,GOBP name,defense response,364,0.161253628,1.50E-07,0.000773211,0.07299291,0.065618154
B_cells avg_logFC,Keywords,Myristate,106,0.161019822,0.004235035,0.096389394,0.075494461,0.061062325
Type_2_pneumocytes avg_logFC,GOBP name,regulation of myeloid cell differentiation,113,0.160693456,0.003188963,0.084734133,0.036189577,0.023796029
Type_2_pneumocytes avg_logFC,GOBP name,regulation of GTP catabolic process,196,0.16067593,0.000107097,0.006084386,0.033655136,0.027441001
Type_2_pneumocytes avg_logFC,GOBP name,embryo development,277,0.160625203,4.37E-06,0.000371347,0.035355886,0.0183805
Alveolar_macrophage avg_logFC,KEGG name,Measles,105,0.160042708,0.004649512,0.042465545,0.030390622,0.02699966
B_cells avg_logFC,KEGG name,Hepatitis C,99,0.159255701,0.006247938,0.053497967,0.072086929,0.047605209
Mki67+_proliferating_cells avg_logFC,GOBP name,regulation of lymphocyte activation,201,0.15877165,0.00011052,0.059814387,0.094249676,0.041393042
Type_2_pneumocytes avg_logFC,GOBP name,taxis,230,0.158498765,3.54E-05,0.002380261,0.047749418,0.020919935
Ciliated_cells avg_logFC,KEGG name,Phagosome,121,0.158388546,0.00264977,0.090754615,0.061574686,0.028103599
Type_2_pneumocytes avg_logFC,GOBP name,regulation of immune system process,596,0.158299484,4.80E-11,1.33E-08,0.035730749,0.019028945
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cellular response to stress,216,0.157918286,6.48E-05,0.003942424,0.036051572,0.02024693
Type_2_pneumocytes avg_logFC,GOBP name,regulation of metal ion transport,117,0.157546772,0.003265755,0.085886851,0.029688814,0.018300001
Type_2_pneumocytes avg_logFC,GOBP name,chemotaxis,229,0.15741027,4.16E-05,0.002674866,0.047823351,0.02047061
Type_2_pneumocytes avg_logFC,GOMF name,structure-specific DNA binding,159,0.156176042,0.000685991,0.038508534,0.036425045,0.026237581
Type_2_pneumocytes avg_logFC,GOMF name,small GTPase regulator activity,255,0.155987679,1.85E-05,0.001975792,0.028731613,0.021704299
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of lymphocyte activation,152,0.155752174,0.000928941,0.033634867,0.032731002,0.014500565
Alveolar_macrophage avg_logFC,GOCC name,vacuole,173,0.155749345,0.000419575,0.022733363,0.079409713,0.01496215
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Chromatinregulator,189,0.155129759,0.0002505,0.014253423,0.122628481,0.1601675
Alveolar_macrophage avg_logFC,KEGG name,Ubiquitin mediated proteolysis,126,0.155124217,0.002672532,0.029290945,0.030417339,0.029484956
Type_2_pneumocytes avg_logFC,GOMF name,sequence-specific DNA binding transcription factor activity,540,0.155026834,8.18E-10,2.71E-07,0.034696008,0.016255446
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cytokine production,299,0.154641822,4.41E-06,0.000371528,0.033382039,0.0178723
Type_2_pneumocytes avg_logFC,GOBP name,microtubule-based movement,128,0.154588347,0.002544666,0.07268557,0.035066202,0.01571015
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of cell activation,173,0.154566866,0.000459164,0.020177707,0.033422066,0.01387622
Interstitial macrophages,KEGG name,Ubiquitin mediated proteolysis,122,0.154159106,0.00333799,0.057163077,0.059152203,0.041729994
Type_2_pneumocytes avg_logFC,GOMF name,nucleic acid binding transcription factor activity,541,0.154006967,1.02E-09,3.07E-07,0.034619382,0.016118711
Type_2_pneumocytes avg_logFC,Keywords,Inflammatoryresponse,88,0.153995407,0.012571551,0.09537617,0.04371835,0.016235734
Type_2_pneumocytes avg_logFC,KEGG name,Cell adhesion molecules (CAMs),107,0.153921676,0.005975782,0.028230418,0.05078523,0.01296107
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of catabolic process,126,0.15390481,0.002870818,0.078512305,0.033684581,0.02551941
Interstitial macrophages,GOBP name,response to cytokine stimulus,252,0.153863882,2.82E-05,0.036213871,0.06626254,0.04374874
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of protein metabolic process,422,0.153256857,7.21E-08,9.27E-06,0.034305543,0.02192509
Alveolar_macrophage avg_logFC,KEGG name,Axon guidance,105,0.152689043,0.006927412,0.0527253,0.037961724,0.01078634
Mesothelial_cells avg_logFC,GOBP name,defense response,348,0.152467133,1.19E-06,0.006122988,0.084585366,0.058949515
Alveolar_macrophage avg_logFC,GOBP name,positive regulation of cellular protein metabolic process,342,0.152388951,1.40E-06,0.001310444,0.039723794,0.016890666
Fn1+_macrophage avg_logFC,Keywords,Immunity,159,0.152149241,0.001013564,0.096119606,0.210555349,0.200864807
B_cells avg_logFC,Keywords,Immunity,224,0.152092413,9.23E-05,0.004774009,0.074496243,0.054430975
Type_2_pneumocytes avg_logFC,GOBP name,inflammatory response,220,0.151799381,0.000106715,0.006096405,0.035078244,0.01533794
Type_2_pneumocytes avg_logFC,GOMF name,acid-amino acid ligase activity,240,0.151733973,5.28E-05,0.004599953,0.030581889,0.022955434
Type_2_pneumocytes avg_logFC,GOBP name,hexose metabolic process,125,0.151689117,0.003425522,0.088061598,0.031169695,0.027449191
Cd4+_T_cells avg_logFC,KEGG name,Regulation of actin cytoskeleton,141,0.150789433,0.002039686,0.037258269,0.073082819,0.06290894
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Cytoplasmicvesicle,205,0.150785252,0.000212195,0.015092368,0.12561533,0.131311804
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cellular component biogenesis,283,0.150636296,1.34E-05,0.001000706,0.034224274,0.02019402
Alveolar_macrophage avg_logFC,GOMF name,acid-amino acid ligase activity,230,0.150585751,8.68E-05,0.047912743,0.032536592,0.03422367
Type_2_pneumocytes avg_logFC,GOCC name,cilium,142,0.150505119,0.001977984,0.042102805,0.030923813,0.0190209
Type_2_pneumocytes avg_logFC,GOCC name,transcription factor complex,274,0.150254498,1.92E-05,0.00088228,0.034493685,0.02119355
Alveolar_macrophage avg_logFC,GOBP name,leukocyte activation,248,0.150205463,4.85E-05,0.012165548,0.034311075,0.02809314
Fn1+_macrophage avg_logFC,Keywords,Lipoprotein,231,0.149821299,0.000103859,0.029547802,0.184454874,0.204727098
Alveolar_macrophage avg_logFC,KEGG name,Chagas disease (American trypanosomiasis),87,0.148609641,0.016676275,0.087871143,0.0601799,0.02314578
Type_2_pneumocytes avg_logFC,Keywords,Ligase,315,0.148373142,6.21E-06,0.000130787,0.02782989,0.02428736
Type_2_pneumocytes avg_logFC,Keywords,RNA-binding,441,0.147869412,1.10E-07,3.68E-06,0.033813812,0.025633041
Type_2_pneumocytes avg_logFC,GOBP name,membrane invagination,208,0.147558804,0.000248625,0.012291399,0.031977938,0.0255507
Type_2_pneumocytes avg_logFC,KEGG name,Ubiquitin mediated proteolysis,128,0.146139867,0.004330291,0.021187497,0.027799697,0.0251967
Type_2_pneumocytes avg_logFC,GOCC name,perinuclear region of cytoplasm,374,0.146132044,1.29E-06,8.53E-05,0.033583008,0.021100135
Type_2_pneumocytes avg_logFC,GOBP name,response to lipopolysaccharide,191,0.146077218,0.000506599,0.021615602,0.031035826,0.014034
Cd103+/Cd11b-_dendritic_cells avg_logFC,Keywords,Serine/threonine-proteinkinase,265,0.14561391,4.91E-05,0.006989023,0.060932192,0.049827032
Type_2_pneumocytes avg_logFC,Keywords,Isopeptidebond,322,0.145007279,8.02E-06,0.000163009,0.03575427,0.019591555
Type_2_pneumocytes avg_logFC,Keywords,ANKrepeat,174,0.144325573,0.001035415,0.009819184,0.03649242,0.018684805
Type_2_pneumocytes avg_logFC,GOMF name,"ligase activity, forming carbon-nitrogen bonds",268,0.144259243,4.94E-05,0.004420767,0.029633195,0.020730675
Type_2_pneumocytes avg_logFC,GOBP name,protein modification by small protein conjugation or removal,406,0.144089764,6.72E-07,7.06E-05,0.031494483,0.022761165
B_cells avg_logFC,Keywords,Chromatinregulator,203,0.143358302,0.000446067,0.014930121,0.055286951,0.067837618
Type_2_pneumocytes avg_logFC,GOBP name,regulation of defense response,236,0.143108176,0.000155778,0.00804956,0.034689644,0.015793474
Type_2_pneumocytes avg_logFC,GOBP name,response to organic cyclic compound,142,0.142796301,0.003334732,0.087254569,0.033039894,0.01622237
Mki67+_proliferating_cells avg_logFC,GOBP name,positive regulation of immune system process,303,0.14276526,2.14E-05,0.031386212,0.078534774,0.0349719
Interstitial macrophages,KEGG name,Regulation of actin cytoskeleton,148,0.142437222,0.00284982,0.052056704,0.055854848,0.049587321
Type_2_pneumocytes avg_logFC,GOBP name,regulation of intracellular protein kinase cascade,444,0.142009686,3.13E-07,3.46E-05,0.033296128,0.01868013
classical_monocyte_(Ly6c2+) avg_logFC,GOBP name,membrane organization,295,0.141765165,3.21E-05,0.082443676,0.141965254,0.181456193
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Serine/threonine-proteinkinase,232,0.14157692,0.000219773,0.013894522,0.125736953,0.119736802
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of transcription from RNA polymerase II promoter,406,0.140930379,1.17E-06,0.000113751,0.034622203,0.01482368
Type_2_pneumocytes avg_logFC,KEGG name,Cytokine-cytokine receptor interaction,193,0.140834083,0.000752382,0.005571693,0.037564555,0.01411679
Alveolar_macrophage avg_logFC,GOCC name,cytoplasmic vesicle part,222,0.140703058,0.000313514,0.017795666,0.042283563,0.02853009
Type_2_pneumocytes avg_logFC,GOBP name,response to biotic stimulus,439,0.140298764,5.00E-07,5.36E-05,0.033489073,0.01717446
Type_2_pneumocytes avg_logFC,GOBP name,histone modification,181,0.140279757,0.001147575,0.039466611,0.034599948,0.023983629
classical_monocyte_(Ly6c2+) avg_logFC,GOBP name,cellular membrane organization,292,0.140041299,4.36E-05,0.089740768,0.141158267,0.181119248
Mki67+_proliferating_cells avg_logFC,GOBP name,regulation of leukocyte activation,232,0.139820654,0.000259017,0.088782555,0.082052587,0.037874451
Type_2_pneumocytes avg_logFC,GOBP name,posttranscriptional regulation of gene expression,297,0.139778593,3.53E-05,0.002388524,0.032710731,0.024922621
